bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S0,150.3414638125055,150.3414638125055,0.0,842.029154697315,0.0,True
S1,S8,26.275901793965662,197.3729926881141,171.09709089414844,943.5644034047497,0.18133059097689905,False
S2,S9,-1474.6484334480392,-62.74232508427952,1411.9061083637596,774.7922306371078,1.822302873639758,False
S3,S9,-683.4140940214913,-74.17073378629968,609.2433602351916,717.9138350917326,0.8486301982985808,False
S4,S6,618.0794612201598,668.0822436555218,50.00278243536195,932.1227386660364,0.053643989531808954,False
S5,S3,605.0891230349863,697.8821675590533,92.793044524067,890.7797978253138,0.10417057588262027,False
S6,S9,-481.1999422790171,-313.97673211070804,167.22321016830904,791.4741776924311,0.211280689732486,False
S7,S2,1169.85354761504,1752.2688560891963,582.4153084741563,923.6652140787797,0.6305480596181485,False
S8,S2,647.0449875936242,1216.6812941424248,569.6363065488006,938.933209900253,0.6066845868720689,False
S9,S9,242.11521458999434,242.11521458999434,0.0,405.0871140509254,0.0,True
