bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S1,-136.38576630539896,49.12960783078143,185.51537413618038,983.3382313103249,0.18865876280328908,False
S1,S1,-144.36935952171123,-144.36935952171123,0.0,1190.1969241085983,0.0,True
S2,S9,-1167.4899860411433,-304.141130482728,863.3488555584154,988.2439688543957,0.8736191494892068,False
S3,S9,-177.8074455572408,402.6039340103796,580.4113795676204,859.5501111252004,0.6752501943229682,False
S4,S9,-437.32202457661106,-85.58695277129274,351.7350718053183,897.0291924182784,0.39211106481059393,False
S5,S3,690.3322432198023,903.6819403257301,213.34969710592782,979.2355152387082,0.21787373291288314,False
S6,S9,-8.540892716626287,420.2221351950113,428.76302791163755,852.7136027572756,0.5028218460749532,False
S7,S1,962.3654562923743,1542.4535332933237,580.0880770009494,967.7229821553775,0.5994360862536697,False
S8,S0,484.42841188368817,659.7580542074815,175.32964232379328,1091.8668540434792,0.16057785953891726,False
S9,S9,351.9679640540128,351.9679640540128,0.0,516.7648742144513,0.0,True
