bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S5,-117.93393693620243,-35.760110181864015,82.17382675433842,130.11721576361523,0.6315369282387976,False
S1,S5,-92.45546891705034,-19.53168044982267,72.92378846722767,128.32679564756296,0.5682662619232366,False
S2,S6,-45.342383252992,58.282551395316915,103.62493464830891,131.26633421395783,0.7894250667456382,False
S3,S5,13.492485053905359,41.311468479379094,27.818983425473736,137.40589118883955,0.2024584476311978,False
S4,S6,10.800961715637808,33.95431195652336,23.153350240885555,116.7700892659261,0.19828151529590188,False
S5,S0,154.5398795574749,179.9741875446299,25.434307987154995,129.7084851625173,0.19608823551741636,False
S6,S6,-45.27753310430592,-45.27753310430592,0.0,99.91079635201072,0.0,True
S7,S5,-37.73981166458477,95.1395946087962,132.87940627338097,100.69469716329252,1.3196266538037829,False
S8,S5,11.174400717337383,67.47081750948337,56.29641679214598,114.01398767151674,0.49376763274292607,False
S9,S8,10.724580448299482,169.07813209447457,158.35355164617508,57.30196329988644,2.7634926017707477,False
