BG Strategy,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
S0,-146.66564475873682,-142.752763284486,-220.9185610159445,-178.12027941380956,-149.57991185739496,-89.01394635585044,-95.12056277803637,-210.2090277569753,-85.42866171982764,-192.94971230983768
S1,34.56903052908103,85.2948413936008,-46.06844090529333,2.484087319165941,35.373078210386126,93.0093539641632,110.40447458967057,-9.66868821575258,169.15172156535746,101.38597694166954
S2,-182.07804204251616,-158.73191813221237,-213.3847357727386,-178.28962663443275,-148.73303976923643,-89.27343150345457,-50.35622588599467,-160.4119664594886,-36.866763153581545,-35.816198786254446
S3,-63.098289491941266,-19.344758258569005,-150.97874634975835,-96.56586305019212,-67.27772812366086,12.133404384527076,37.50203527719708,-107.683030365359,54.071798455660684,57.32074884954718
S4,-64.24105579059962,-38.894813350612175,-131.91087742266572,-73.82356014612324,-33.47285660449165,9.363094628714483,31.026915949357015,-103.67155865075506,57.22367484678093,-11.860324307605907
S5,9.043636475440973,54.23213737161152,-53.551830365773874,3.262336309024133,50.134548961233854,99.51928909608253,103.05516925786966,-11.851056256833239,95.00906067950459,36.63798122829237
S6,-34.6029876659468,12.315824677922704,-124.018099632141,-61.0341795484013,-16.775564427413105,39.42405736725795,53.400456488424446,-32.02943536223011,88.14054915525774,59.121063378552805
S7,358.5190040262738,383.89350978424005,323.3845150833485,356.4401740666068,396.3533694036673,381.99935568946654,364.009035730122,214.2975664422348,340.4521772924237,226.57537598690055
S8,34.404560565776045,76.28754027812653,-62.60441126023451,21.816801639609302,65.69933835924176,124.32068635387417,175.3631956119676,57.330688268909626,178.5851916011427,156.4578606890522
S9,-233.21228571008828,-185.10001298433977,-395.0235589670732,-288.095735494673,-208.10226521254205,-82.41988409713123,-29.13997353523647,-114.59118960026868,9.409297488387077,-50.3000773719929
