BG Strategy,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
S0,670.0000807325016,663.7914631207518,685.668504863901,678.2068854364782,666.9063114474029,645.3249798462662,603.0778267303219,604.364643578902,588.9153143610187,450.69202057549796
S1,816.0945847096174,807.1049809623237,838.9350093604265,825.3681467134905,813.2770596789345,782.1832529906583,726.3426477371131,704.8525457945881,684.060673592993,534.605690072188
S2,770.3741701687542,755.4598825390582,789.2631811449007,771.577356586916,765.3271092961352,721.6566501514568,689.835260104775,666.9839302681836,663.44211525012,526.6935764139666
S3,703.2301757453532,679.7522922368498,697.0679735364973,697.1909624204181,686.3805327990051,648.218957053536,617.448264970599,577.6773976154601,580.0500925296176,440.3910913590442
S4,708.0765118483664,696.597130434026,718.4633495878684,706.2610052597257,703.6245162890693,699.9917992944125,659.997962331879,639.2720046959271,629.859680654717,497.0248179754687
S5,682.8786864375012,669.0622510204703,688.9538819183259,688.4057494348122,666.5467937419783,640.1052418570507,600.3276237361179,567.6006011255787,564.3298324855956,404.8832754827367
S6,764.6367829350353,736.0052034063389,791.3168344722934,773.4392075271285,755.6468825998561,739.5995113965535,684.1013124698178,663.2619954103582,625.1286001742567,449.93089227055253
S7,724.0628628520196,710.8586269620793,752.77293069183,729.1229737892885,724.4486491167019,692.5713196643741,661.2461797668532,597.5977368725116,623.7352910545934,481.3384237340944
S8,817.3118046782774,795.065900356737,824.1599097251108,808.428815650936,800.6225924002727,754.0621597263945,721.6846360345767,705.9634999016937,655.8063772437708,496.49935351635037
S9,690.5022800515455,667.1673749621795,697.8863103832693,674.5573228495005,664.0371951616693,638.671102683225,622.121026420502,605.5779626876948,565.7752129348873,351.3134851006692
