bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S0,-6.5906746251120785,-6.5906746251120785,0.0,305.22869214407154,0.0,True
S1,S5,2.6409522976611624,45.85894325704477,43.217990959383606,277.1798451016385,0.15592039509054526,False
S2,S1,-53.6299605494485,77.5664740188639,131.19643456831238,349.23017580732653,0.37567324835267,False
S3,S4,285.52482282955964,295.5337988957395,10.008976066179855,336.4584239217547,0.029748032311140767,False
S4,S1,531.7530694350361,539.881860923929,8.128791488892944,359.752828044336,0.022595490167741362,False
S5,S5,413.93982517421523,413.93982517421523,0.0,302.44641882034415,0.0,True
S6,S9,-233.474193250915,-100.8070682359813,132.66712501493367,219.0474953506247,0.6056546083879033,False
S7,S6,74.2153521942193,171.47766809273352,97.26231589851422,227.62134925240335,0.42729874072867646,False
S8,S8,119.17911910591386,119.17911910591386,0.0,281.8226017814052,0.0,True
S9,S1,-284.78044081982864,-96.10157971707447,188.67886110275418,224.62363433379352,0.8399777773267396,False
