BG Strategy,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
S0,11.538137564572658,-18.50862572100074,68.97160667160426,63.41477860712482,50.76533969686562,13.268188254654683,-57.8004099863404,-97.38751360403401,-39.74366773306546,-47.32552671569573
S1,19.720235063340603,23.52797154235495,-111.14112693236441,-57.916904717720286,25.960409429340128,98.50220620149828,217.17809501510936,149.5546966838725,194.31607447353133,87.0828770356307
S2,-44.340501995771675,-33.903232602267494,-346.64625367748283,-373.3313696140719,-291.82118877463284,-114.33560171835762,-164.57685533462924,-205.61956435794798,-141.39898596153216,-13.91012716294876
S3,132.51546323640153,106.95558909264696,213.42129994653533,215.6176926804062,168.0887880186593,85.72985180510443,85.54962231640698,90.5814493193927,98.15931060700997,39.909266575126324
S4,-51.51451833857352,-45.21359923773256,-128.51509171197824,-109.11385330904835,-47.6079464184699,-20.002017037421144,-61.575101014550285,-87.53821373345319,-34.40339875672011,0.06859892931225477
S5,-43.07695858663181,-20.402459319834307,-4.11765206126438,-44.03390425610724,-39.77896341746167,-46.8246389269667,-81.59578899295023,-67.81336677866423,-42.35613310343761,-86.5114680444759
S6,300.7606387377739,309.6550916006408,302.59933653144816,283.16152315180693,283.69513903845007,268.2526616168304,291.8007157057712,199.34598820357763,273.313266916225,243.662739792247
S7,-28.473645457325997,29.75560409676604,-64.01216405577925,34.15974741636991,24.9533311841775,62.56236786585488,61.7271472569905,-114.87823072626803,8.061413906262489,-50.43432873991692
S8,175.36200989061814,193.12375704188844,278.10704797878134,292.6371752776848,256.70343846622126,257.24060882621785,264.7546908804815,258.93564806177915,277.810425234878,342.2438266765324
S9,-183.22718136936194,-102.8281175122319,-278.17414857181154,-287.90794539427026,-291.1797269041767,-141.71892178279836,-105.64660403262194,-164.7686215069398,-20.58020679485101,-83.81829648322417
