bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S9,-899.5953246696536,-422.3851913081832,477.21013336147035,861.6379534849881,0.5538406606061655,False
S1,S9,161.58353578317062,476.4393516935033,314.8558159103327,1017.7603823578463,0.30936143847622166,False
S2,S9,-736.3310915589901,35.07551522515571,771.4066067841459,972.9647498917333,0.7928412687818178,False
S3,S9,-986.4561980904364,-657.1805395736843,329.27565851675206,901.9484385857191,0.365071487936789,False
S4,S9,-77.06816807227929,504.29213649667366,581.360304568953,920.073411363585,0.6318629550519823,False
S5,S1,187.24833846133788,459.6161510556699,272.367812594332,918.2353009719835,0.29662093398720496,False
S6,S9,198.36159366886912,323.87078312731427,125.50918945844515,876.414754661786,0.14320752679121648,False
S7,S0,679.8748122162444,1624.7303400938752,944.8555278776307,1114.8654906684626,0.8475063007924879,False
S8,S0,528.7181435837454,802.9288646031958,274.2107210194505,1134.8390792248704,0.24162960726268323,False
S9,S9,-167.04118952718704,-167.04118952718704,0.0,538.3255716346505,0.0,True
