bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S6,-118.26819139486184,-73.50293485444024,44.7652565404216,121.1617391018726,0.3694669362807928,False
S1,S0,12.00543450157057,20.191258983613828,8.185824482043259,156.3172585728926,0.05236673516907995,False
S2,S6,-190.88422410758926,-49.04141482699673,141.84280928059252,124.59677220288604,1.1384147981749002,False
S3,S5,-6.8615343134713225,58.5786711940091,65.44020550748041,121.48803108229407,0.5386555772160984,False
S4,S5,7.540145168060393,37.04914085229551,29.508995684235117,124.06735242430175,0.23784658177693999,False
S5,S1,58.47816756136069,72.41912121625795,13.940953654897257,120.36495406695232,0.11582236509759046,False
S6,S6,14.114935772681944,14.114935772681944,0.0,104.06676431391442,0.0,True
S7,S4,89.45218245757313,268.1088003963445,178.65661793877138,116.24678643332383,1.536873606749071,False
S8,S5,47.57862806646136,141.77794368705176,94.1993156205904,127.72573457714326,0.7375124201278035,False
S9,S8,-10.511802255315411,127.32613156548142,137.83793382079682,50.734240912634235,2.7168620509796835,False
