bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S8,-134.8340462912622,-0.6295234419651461,134.20452284929706,160.43365324653684,0.8365110444943012,False
S1,S6,-187.28979852249435,-125.10429703100743,62.18550149148692,151.34842304639295,0.41087644152344516,False
S2,S8,-60.33266625918452,124.87983034956316,185.2124966087477,165.2132571571884,1.121051057255844,False
S3,S8,-31.255974435672528,112.8731771454057,144.12915158107825,170.2783059611323,0.8464328486682099,False
S4,S8,36.13791631756152,129.48492841518504,93.34701209762352,159.39781249620683,0.5856229181303532,False
S5,S8,174.2714235230253,231.31475073073295,57.04332720770765,166.78005629455558,0.3420272691775665,False
S6,S8,-104.27446658478011,-88.12716842621843,16.147298158561682,158.0816485671161,0.10214530468858368,False
S7,S5,19.339852371079424,158.81370739773686,139.47385502665745,164.86326263935618,0.8459971784724478,False
S8,S6,50.60975131581798,55.39524529505163,4.7854939792336495,177.88031801623737,0.02690288634854373,False
S9,S8,63.53954088034051,107.67845870438515,44.13891782404464,142.92516975795346,0.3088253657406512,False
