bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S9,-940.68262219228,-336.23366838407975,604.4489538082003,754.8555065297567,0.8007478896020648,False
S1,S8,-802.5609908162015,-612.6504425254163,189.9105482907852,820.3015564848937,0.23151309026472935,False
S2,S9,-289.27451197179676,186.12451922216897,475.3990311939657,803.8716194801789,0.591386758374902,False
S3,S4,-140.76962293357366,10.05462238418474,150.8242453177584,1022.1989112444976,0.14754882211147557,False
S4,S1,-59.961823055828866,225.07894488511073,285.0407679409396,956.2558089144159,0.29808003808576133,False
S5,S2,1456.6729587284694,1535.6310267196802,78.95806799121078,1065.2661453780145,0.07412050813197688,False
S6,S9,-1398.851497292799,-963.4637861656954,435.38771112710356,694.5239183218326,0.6268865616307702,False
S7,S1,-205.42261027170915,181.5167740262167,386.9393842979258,822.9038729062677,0.470212131741905,False
S8,S9,54.179547525860194,320.10516635030496,265.92561882444477,721.2511016021599,0.36870046816389973,False
S9,S9,61.66185156634553,61.66185156634553,0.0,500.97542262901914,0.0,True
