BG Strategy,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
S0,743.1265054709538,720.1095761169643,753.3121927867492,745.0501657201761,733.7525306604845,710.9021112955301,686.2615474004035,659.6606134114733,662.8038238068837,512.3524938768632
S1,819.9932410623294,812.1271945130176,838.0981957541353,831.3601867953281,819.0033740242202,793.5990081352519,767.7297934773208,714.4822127661113,744.304654147055,572.9708268881164
S2,786.6992144005715,770.3614310645675,807.4111172101278,789.3635856905657,776.1873299961377,754.7270781770146,717.3671376557155,649.7048868781527,665.7674695539498,502.6308216861187
S3,736.1791152367196,719.2637740667379,754.5465760508638,750.5788056574424,741.5859178574116,698.5664392961899,666.084176119933,629.2699668297545,625.0331277195911,487.1207822252745
S4,772.5110506589339,748.086324455443,781.5764826010611,768.6698351474106,763.8790525141588,736.7001172078161,704.2551373543137,673.7262863198844,679.8051795177897,530.1879763915481
S5,735.6086406577605,711.9065777351002,783.1491115237079,747.1242932657823,739.2874926036529,670.9228167054675,643.8254552465709,634.0148793797186,612.8139921105741,448.71380503031435
S6,765.5167570891599,750.0654175349171,815.0741227406095,806.9509633287423,775.1771101448552,732.6426371254095,703.2654555533591,670.61838554164,654.341024971998,497.9129490993785
S7,832.6957577368333,826.2634817848955,850.0788232869429,845.3958351878175,835.4583788111121,797.8096860565632,758.8173257214029,679.7779046441409,736.2397764819337,572.7901949625468
S8,864.1814177644741,849.1315864721885,887.2141806196713,860.1324324027132,846.7198345496186,809.9462913669577,776.072509500844,767.6442765096082,733.6127225096831,582.3494253865342
S9,644.1102903213939,629.5048029415758,668.2303885059034,655.290010421214,630.1503320013464,597.2004339666267,579.6322228616557,567.1189128094499,520.8632057303162,371.02174246356185
