bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S0,11.421685127508855,11.421685127508855,0.0,304.8345921041431,0.0,True
S1,S0,-35.97714094028645,-25.28286598262348,10.694274957662973,287.4089023277308,0.03720926829701451,False
S2,S9,-124.29328886311002,-14.932794270521255,109.36049459258876,242.38573369898958,0.45118371004623464,False
S3,S8,-16.343399197299558,42.00369536901175,58.34709456631131,271.8045175031158,0.21466565420732,False
S4,S4,745.4660092294532,745.4660092294532,0.0,349.332005940353,0.0,True
S5,S3,227.18012464296137,271.45737333253527,44.277248689573895,329.40705515301494,0.13441499809105908,False
S6,S9,-405.393557455839,-176.71834366514236,228.67521379069666,200.25370846215728,1.1419274856221218,False
S7,S3,250.27593913577263,334.365679585034,84.08974044926137,270.1392504322908,0.3112829413522715,False
S8,S8,214.23877975597935,214.23877975597935,0.0,275.24853093471586,0.0,True
S9,S9,-48.084487675709276,-48.084487675709276,0.0,154.78525863227284,0.0,True
