bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S9,-666.3155935622666,-8.256268988820434,658.0593245734461,902.6306449015083,0.7290460702730197,False
S1,S9,-419.6351682539528,94.22496418554827,513.8601324395011,993.9044966858921,0.5170115782280221,False
S2,S9,-1096.4399150165855,-191.04013023426572,905.3997847823198,951.0785746211349,0.9519715919822803,False
S3,S9,-764.8956348536296,-563.1646795455226,201.730955308107,894.7933839596245,0.2254497618382141,False
S4,S5,300.4388323047222,546.0964993860092,245.657667081287,1061.243737114118,0.23148091101985074,False
S5,S1,55.53654846672769,273.214756722567,217.67820825583934,978.2373952157527,0.2225208413831183,False
S6,S9,-594.8605206562414,-272.6077258793844,322.252794776857,861.6841682748465,0.37398017352695506,False
S7,S0,767.1606233679578,1886.2355435833128,1119.0749202153552,1074.9326604933435,1.0410651395611632,False
S8,S0,537.9244676036049,896.5156536031621,358.5911859995573,1133.5771475455413,0.3163359342379041,False
S9,S9,-185.60730513550584,-185.60730513550584,0.0,524.7039801272668,0.0,True
