bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S5,-131.51541585191032,-71.59042842221311,59.92498742969721,146.0863779608405,0.41020243137084644,False
S1,S8,101.65466158228973,191.50267757823096,89.84801599594122,176.44685942962857,0.5092072269598817,False
S2,S8,-209.70105738770997,-26.386592089980077,183.3144652977299,155.74388732492542,1.1770251047817017,False
S3,S9,-96.1803330336478,52.51701413253728,148.69734716618507,152.10492007290787,0.9775972210163256,False
S4,S8,-34.3274995455353,53.690195073930326,88.01769461946563,158.0205549024255,0.5570015538409847,False
S5,S8,130.93111047723286,136.46421783294454,5.533107355711678,152.88036909119944,0.03619239925049469,False
S6,S8,57.743285696521724,87.99601650230808,30.252730805786356,178.02512166376553,0.1699351783785011,False
S7,S4,233.85070859502252,409.0393043525068,175.18859575748428,179.90529543013426,0.973782318850744,False
S8,S8,200.94078223089264,200.94078223089264,0.0,186.2000305094095,0.0,True
S9,S8,-41.76611848423224,17.95644454713969,59.72256303137193,141.57260705799197,0.4218511212900667,False
