bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S9,-495.72084251785077,-37.943424622039544,457.77741789581125,879.0114768848997,0.5207866221702973,False
S1,S9,-758.3248774209756,-218.47911850094843,539.8457589200272,888.3991836523396,0.6076612505435247,False
S2,S6,-432.7684542843794,63.09345102688018,495.8619053112596,1081.7565197116623,0.4583858717518333,False
S3,S8,-488.3769188314526,-322.59584211829423,165.78107671315837,1054.6893119664403,0.15718475083820083,False
S4,S5,31.750174454019405,238.35647132290032,206.60629686888092,1038.6556084024562,0.19891703775292716,False
S5,S1,350.2827524830638,759.1656449882493,408.88289250518545,1024.6004516998405,0.3990656961226568,False
S6,S9,-1039.7746670700265,-678.2097578606084,361.56490920941803,848.7756317952076,0.4259840830310929,False
S7,S0,-572.6030662964089,-277.87694038012984,294.72612591627905,947.1825914456474,0.3111608348570366,False
S8,S6,79.52736841185664,277.8758562204405,198.34848780858385,983.4706684240878,0.2016821590891137,False
S9,S5,-274.50345413098347,25.221158691970864,299.7246128229543,834.8904370654782,0.35899873745882627,False
