BG Strategy,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
S0,620.3655626570591,607.9975560860385,645.4746573979164,628.0477056537514,617.9302320157905,602.2405866109026,576.1334466168454,557.2392599263678,542.5580785505938,406.92766519402943
S1,688.1036477094847,673.1225078699006,711.734825730704,705.3517539625568,691.9629718560851,654.7215961745529,628.7734574584821,614.3996877782325,574.2885673238895,444.35012270261086
S2,637.9940417838874,621.0908963422535,658.5528926591239,648.9434987106017,639.0287415015711,625.1019013554483,574.0281780005728,543.6337053927573,541.9022223893401,380.9519588670629
S3,574.9061840075326,558.8747335354673,620.7931629767781,602.1492624061797,593.2491746419988,559.7095359624313,515.3400469007992,503.1237207607441,485.2384858333764,361.67166840069257
S4,713.5266362802457,698.5378306018125,718.7952165662997,715.9305141753135,706.703581546722,682.4578606981463,623.6072953310351,584.2132075483952,586.8974941642597,428.32622265166793
S5,626.9289332021953,622.0873712121601,649.4168370866023,647.9646051244589,632.7935777489104,612.8769092170612,579.8046125342714,539.0639482150757,538.902795101927,363.3065893482312
S6,659.6439372482116,628.6266459482248,686.8555756356224,667.5277180147481,651.8775539518257,627.0936264845773,566.3066712736189,555.3701084591548,530.0396429957573,358.3330250077937
S7,663.5630963344881,653.1265626176275,681.5371716469881,666.6124768249473,653.5155067168388,640.3422306703746,600.3312466675183,554.4881793201008,575.4774222429451,426.4885881420441
S8,673.1472520962242,656.6614961971641,690.766471816711,679.0999470943789,666.5303346065564,656.6412089023939,622.0141277670158,613.7409515135897,593.4303390096641,442.57839863906844
S9,558.1475481620935,529.4723592890622,596.8421202100986,574.9081259328957,567.7592420947213,538.9748156040863,498.8990492486503,488.3955342665787,448.5413571584904,298.3619201146991
