bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S2,11.538137564572658,68.97160667160426,57.433469107031605,295.3581244267627,0.19445366271369613,False
S1,S6,23.52797154235495,217.17809501510936,193.65012347275442,284.3027395764012,0.6811405467329816,False
S2,S9,-346.64625367748283,-13.91012716294876,332.7361265145341,248.7181096468996,1.337804179144467,False
S3,S3,215.6176926804062,215.6176926804062,0.0,314.08457486318235,0.0,True
S4,S9,-47.6079464184699,0.06859892931225477,47.67654534778215,256.99172038061016,0.18551782632207833,False
S5,S2,-46.8246389269667,-4.11765206126438,42.70698686570232,300.77955575857334,0.1419876652121327,False
S6,S1,291.8007157057712,309.6550916006408,17.854375894869577,300.9361266804087,0.05932945336878997,False
S7,S5,-114.87823072626803,62.56236786585488,177.4405985921229,285.1631926615993,0.6222422919871364,False
S8,S9,277.810425234878,342.2438266765324,64.43340144165444,217.9803774977205,0.29559266839203563,False
S9,S8,-83.81829648322417,-20.58020679485101,63.238089688373165,179.8035947740471,0.35170648155195267,False
