bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S9,-1278.959474728825,-1056.706396288302,222.25307844052304,773.3894597471726,0.2873753652049763,False
S1,S4,-135.24750408288685,183.70374645676463,318.9512505396515,1005.9735248097589,0.31705730088668965,False
S2,S9,-541.2305358482945,-65.35084122186872,475.87969462642576,792.6713069139446,0.6003493383394147,False
S3,S5,26.335816612821333,331.72359016989253,305.3877735570712,856.0052290009447,0.3567592383909774,False
S4,S8,259.8991892061967,524.5310941373489,264.6319049311522,957.1428867605313,0.27648108614880273,False
S5,S5,746.592716871931,746.592716871931,0.0,903.049558651638,0.0,True
S6,S9,-670.2504009455656,-154.991027366284,515.2593735792816,697.3788163841858,0.738851484263361,False
S7,S3,615.603383929715,1259.4249377096482,643.8215537799332,903.6194771222497,0.7124918951839185,False
S8,S8,198.31130782485886,198.31130782485886,0.0,874.6739368140927,0.0,True
S9,S9,111.52795831269185,111.52795831269185,0.0,438.62100447559595,0.0,True
