bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S6,-122.3684701747818,-39.34714312900151,83.0213270457803,266.1266016776925,0.3119617750439241,False
S1,S9,-21.845392288245836,72.4231950147121,94.26858730295794,246.94727735377245,0.3817356818553232,False
S2,S0,-74.98161896669777,2.3956537209829696,77.37727268768073,304.63848605410266,0.2539970365856493,False
S3,S8,19.618386815144476,95.24523685900279,75.62685004385831,259.21100949645097,0.29175786241013724,False
S4,S6,570.113018651758,590.0781290359118,19.96511038415383,340.6632608627555,0.05860658508813271,False
S5,S3,218.58370892871264,309.2564643904347,90.67275546172206,328.465629117473,0.27604944756424943,False
S6,S9,-310.15484839226536,-107.18718980111811,202.96765859114726,179.4877101075928,1.1308164691024225,False
S7,S5,392.46681253107204,500.94722425510025,108.48041172402822,257.2970113248517,0.4216155141695979,False
S8,S8,288.41085622447713,288.41085622447713,0.0,274.4115024270156,0.0,True
S9,S9,-43.2464028785561,-43.2464028785561,0.0,145.42618805559854,0.0,True
