bg_strategy,best_deviator,rel_diag,rel_best,gap,pooled_se,t_stat,is_ne_candidate
S0,S0,235.84076767035262,235.84076767035262,0.0,266.9090422798894,0.0,True
S1,S3,141.48805556601863,165.4591562831094,23.971100717090764,320.0451149920785,0.07489913013571252,False
S2,S9,-251.64618673928095,71.13969860336212,322.78588534264304,212.9099320254681,1.516067767585552,False
S3,S3,460.5083087835035,460.5083087835035,0.0,292.3954812013569,0.0,True
S4,S0,5.12871593940333,29.195390804110858,24.06667486470753,284.8738165407756,0.08448187747455804,False
S5,S1,41.518059056707116,109.74973041547666,68.23167135876955,278.98374064186027,0.24457221486022218,False
S6,S2,341.9075924135765,505.26366027603217,163.3560678624557,301.5211163033369,0.541773225919328,False
S7,S1,100.49057760557449,154.2338184928786,53.743240887304125,228.43724183814882,0.23526479506954479,False
S8,S1,-26.10578420381171,88.26135834081151,114.36714254462322,275.0574953710267,0.4157935866839502,False
S9,S9,-186.47607522780342,-186.47607522780342,0.0,133.2339749213163,0.0,True
