tron_profit,bg_mean_profit
116.37204495859032,110.28150783525048
149.23904953747115,87.11915649600456
2050.9134691122554,146.32087608522437
5334.983404396542,-239.84147251205775
-11049.997829590135,709.9851287738815
19293.42085967069,-752.8935713973748
6369.51094809051,-116.46013044640108
25400.0017277203,-528.960547185709
-467.32852652226575,66.4883359696366
-858.6441182556734,160.92551914197716
-2669.603621616606,193.39436457029572
-6558.077374918101,437.1450825486941
-3429.106131608556,373.351164128814
-3365.9542400304395,926.1477627749676
7377.246836347833,266.61795990228296
-29323.64908896158,2291.0246805993525
0.0,28.37346441955255
417.13708053541086,463.98886033036234
17424.9592829746,-709.7333214935855
4574.185631069632,-228.287427400644
31129.822321737913,-698.1799881465239
2806.2357574611733,17.861329680404992
-26940.528816424594,1313.7855198552595
-571.4484272180802,242.84546033124423
-614.9739546960153,248.52185301032318
0.0,78.48342495554657
-65.963298631603,150.42033908156083
-784.5926548692805,148.51066703074875
9555.195346690884,95.6815195957244
820.6603885896079,-128.75406200515735
3020.8033035532812,291.12965233270984
-10308.253106787462,265.34321164656376
-5558.18390104372,-1063.9603981118307
90167.76355246815,-1829.2179757346769
28721.586087530224,-1315.5402150167406
672.2199621850931,277.9009718905718
5320.700840165198,202.39014175669354
16036.880944418164,-980.8814753132395
35268.9499161598,-1260.1087939512345
6462.293988594723,210.24783950053083
43.60603980454608,85.87109212232667
-5097.133270946078,460.110690085897
893.8489033576916,7.409761012349482
-864.9062012503275,-130.23128792310365
-3622.942513809044,598.5128730392486
-11338.296613572982,794.2451161404847
16251.450971203696,-626.6859336781903
-335.00894668162806,53.23094149451746
11470.787596481041,-452.4157607946854
19360.397654026416,-832.1326791625046
-8372.004847011098,472.9614939486107
5777.9107232324895,-281.76320238948625
-10876.393613503107,368.4373235449075
6032.279850899054,19.336675167074095
377.24750861233525,270.0546202900817
884.9653304753238,1129.1494564766933
-10050.487686000917,364.4412674885286
-7671.4690843722055,404.45213791423777
-6023.983400638419,596.7692896369086
7683.438988958535,63.9011815106993
-350.0300451953663,125.17039481263087
22856.469304719947,-1064.6143086576233
-24367.908919306385,991.7353314616784
-2582.7949548763254,188.93493832771568
33679.08075408648,-1386.7359087773584
-1914.4784520380051,132.34309135934998
-10271.26768685979,614.997955053012
-430.8500863116643,80.7883312986175
