tron_profit,bg_mean_profit
-240.37300233842686,180.52414557728966
-11572.446862876355,830.6065502388104
-10086.502249783773,442.60285117226385
19225.700855170144,-1333.0244363782651
-5348.27320755516,243.88786268479632
28076.447725399987,-1297.1203616549476
21562.46611037439,-1180.0076129712909
2100.4382035505264,-209.39557331294404
4219.238941051468,-152.42610845027275
0.0,142.1259866091673
24296.20826723854,-1220.210272079426
318.7307709350424,92.05155808436557
17666.30461316245,-803.2653915055283
5805.444660506261,-468.91549192022393
-1718.5397119412028,301.2935418543272
4696.785310921959,-242.34063270040784
-5171.137674822511,778.2657048102319
-6842.554740290949,314.49316999921524
3436.2195213940286,-116.21388028884492
-5369.935151229464,122.02434758280913
8842.126961820966,-293.36402724685104
-2426.377775591385,146.41529395598076
-603.0402938239858,83.14045219485617
-1258.5519577857353,48.95564496854805
-36953.59660511666,688.3098973979608
-3971.3692761744055,671.5538875990565
13057.880667054953,-597.4952041814723
-553.1505815061664,81.14957140234291
7917.062346798071,-249.15403207607073
-5033.184348405093,248.00602067241152
0.0,113.63502390741655
-936.5004780630521,458.61442682945204
-23380.08703162347,1079.5593190294833
-24710.633577203793,623.1061510569581
-17446.027295959368,479.8294538363013
28704.46191165145,-740.4088545810649
8445.209592920604,-301.6231256514517
-7919.401577530636,1316.4087131649105
-21191.160634722273,1224.5904740702865
-761.040147072257,124.37998706506842
0.0,183.96257647091292
-11700.943032626346,522.826547632567
-5506.339610465732,563.9093680432087
5880.137542997877,-823.2001334164579
-8636.41464378492,452.9313595855063
6184.3044047655885,-149.9275237254977
-2527.8163468619837,233.46564098454255
-2732.3931781860997,191.31278538262654
-1741.4262240536416,199.11813444119025
-2204.639843615298,482.2246335135622
4.219980156340175,10.392041355259948
980.7256664366606,-11.436809870818934
1013.5925368477765,-44.85205116173097
6722.697578876701,-270.4921432419341
-923.6388598818305,-3.1194365195790774
4.20576676797646,92.10409329820413
0.0,99.24068361103218
0.0,359.67901412882475
-15699.53622382457,875.5057687538746
-18030.05716811395,347.08010520248234
-422.0773644839904,320.4124901133022
-1603.8075510389053,73.83753658747362
457.5040568170949,-91.05250729057622
15044.979560362886,-620.7979665397821
10677.560154120616,-300.6050935780764
323.77806726306216,103.63726802661631
13289.479394929003,-291.8345568678812
9928.90152269797,-23.61102990646586
-1059.106902451721,185.22507941701681
8744.089592268805,-60.08485260585553
7748.644211338937,-343.4109773530636
11813.725506024553,-249.9417599049153
-5047.419694458479,586.3741408228201
-397.43717100916155,65.41165418688182
5008.682238312116,32.671774807938085
-1263.0416701020195,857.3120243712134
0.0,120.02551091483504
21929.702171435107,-1419.6303273653666
17498.40284197118,-551.2348070205402
11178.984679051679,-1163.8279365837097
523.0298516396128,240.74389984751443
-19655.446048558075,236.6680210187876
0.0,61.212968914401245
18729.266351072216,-691.1347720246436
-794.150782762721,196.2566931010355
-636.3775368845253,2.4828559017250122
9964.86263208905,-805.2795222977461
791.1466836935851,86.18877070072512
-644.2872429019188,105.21589819194058
-2451.0441932873878,105.55831669788756
187.0406058073752,-64.0497664347738
-3398.619166143529,213.88196441868635
2486.9514185947137,183.42369207554938
29162.187983343018,-1135.8729244388662
2647.53464138044,-105.82174113469165
5778.392599159342,149.09719146640703
-3116.398678375779,449.84251693125924
-13206.89429600549,62.80743098590646
14221.07055000522,-383.857315420774
1354.564825606023,-155.11873372510192
-2657.3097197157094,85.7862874654381
3252.9893750327615,-175.3891951316622
1330.4231578555998,471.4427438207697
-15938.328642073127,879.4746950899671
-14153.689148159641,726.1390153357897
15356.556555723004,-565.5415702031319
24631.36492580599,-845.8972498932329
47778.05440192337,-2287.1318384942033
11173.093878454134,-318.78858432636315
6306.110505526198,-453.2427604942546
21884.78446885577,762.8618531944749
35841.198615363566,-1564.0184725250483
-4131.905870849124,-31.00725085425999
6389.891038576081,-135.52315369738335
-843.5936060826494,-41.48640141672886
-1471.9415097410708,1007.7779935962527
6940.012405065878,-299.10558625060685
-2783.607202058826,126.72937281407569
2072.341618869672,194.87659168700137
-14715.447140046901,787.7734439785936
-1632.5130271654218,177.88775338001074
0.0,68.84864477010319
8015.664491035644,-350.0641468697125
546.6509669311296,111.14966709941945
4764.315149878238,-244.81872331726004
14276.010490954872,-1351.3329415621063
1135.030308844478,138.17853361506857
-758.5765644325729,176.6148475046366
-6855.587587757306,845.0607695134992
0.0,66.4193166218384
24187.462831315344,178.2501966705811
-8816.999274134016,-179.43853321128026
12916.331286599074,-685.424724954241
0.0,32.47281581219632
-4076.589019099486,315.623146897058
-2470.2462577406895,-393.45027543494376
-2721.0874454248424,454.4981299199341
-8282.528338989785,331.629794881559
10149.482546254058,-561.3224576699344
-40.217119898573905,-337.4902194522957
4393.552992505271,-4.2718597314664635
4852.493810679272,-547.2207361434638
310.53853078288273,875.4475555109187
2132.951699801655,-256.2601712527342
0.0,201.3581192497189
-3667.208616755353,559.32549836912
-1832.913132651127,44.2871396596195
-1732.5234364601351,-42.05694469898926
-4096.725464705969,192.22984432827707
-13479.123083932765,700.5135595341789
-38994.991748850465,1591.4783100907127
-1037.2223946650338,160.8629824803752
-13331.456653205765,622.5584005200852
-144.30126450743418,103.87059557129221
4083.4678722812914,-128.309753534191
1081.5310809890168,43.04398669000151
761.4875949147332,158.21016729791396
-17722.408248212032,778.372150822043
-4121.65311940006,361.5858098912401
36889.31212251025,-1551.5110071754564
24613.448423273432,-971.4720231137482
-2304.1880121077934,511.22574755262644
7513.4036571005745,221.72135215413377
21388.06108026027,-879.3300942634514
-9288.375252438695,446.2335242984079
-1337.6549968692125,113.81322828261648
-6232.660565813056,-211.74997782731523
-4622.081615756006,375.62988379793615
-7928.289635708574,-345.76122551826285
766.101814542737,268.08877210337675
11693.86340082456,-608.6707903293772
-3011.291008085804,-9.877398045085101
-15380.195070927075,672.4104053011689
-214.7280627712977,275.38404151771704
7984.962765409707,-722.010776257754
1989.9174908804214,262.6011399686983
